Character,Quote
Kahn," OK, this going in a weird direction now."
Sign, HELP WANTED
Hank," Okay team, gather 'round. I'm going to tell you about the new improvements on the Vogner 2800 series. The first thing is that it will smoke your meat. And it's got a nice big rack for your buns."
Enrique, Or wieners.
Hank, Or wieners. Why not?
Joe Jack," Feels good to say ""wieners"" again."
Donna, And sausage.
Park Ranger!," Good Riddance! Go to Hell! HEY, HUG THIS!"
Bobby Hill, I ate hippie gumbo!
Kahn Souphanousinphone," Chaos already ruling. This like when city of Luang Prabang fall, and we snag sweet diplomatic license plates!"
Bill," Gee, Hank. How's  it feel to be the father of a genius?"
Hank," Bobby's a good kid, but he's no genius. We have the report card to prove it. And since when is pop culture a considered ""academic""?"
Dale," It's a very big deal, Hank. Nowadays, you can't be an accredited college without offering a major in commercial jingles, or the films of M. Night Shaylamalamon."
Kelly Clarkson," I'm Kelly Clarkson. I won American Idol and my debut album went to #1. One song on the album, I wrote with Chistina Aguilera. She was on the Mickey Mouse Club with Britney Spears and Justin Timberlake. (voice speeding up) Justin is a member of N*Sync. They sing on the soundtrack for the Grinch starring Jim Carry. (voice going even faster) Jim Carry was in a movie with Rene Zelwigger, who's worked with Cathrine Zeta-Jones, who's acted with John Cusack, who has a house in Malibu near Pamela Anderson, who dated Scott Baio, who was on Happy Days with Ron Howard, who directed Apollo 13 starring Tom Hanks, who's married to Rita Wilson, who was in... (voice is now inaudibly out of control)"
Joe Jack," How is your back, honey?"
Hank Hill," Great Joe Jack, how is your gambling problem?"
Wikipedia has an article about,
Seasons, 1 2 3 4 5 6 7 8 9 10 11 12 13 | Main
Hank Hill," Dang it, I am sick and tired of everyone's asinine ideas about me. I'm not a redneck, and I'm not some Hollywood jerk. I'm something else entirely. I'm... I'm complicated!"
Little girl," (as she notices the cattle coming) Look, Mommy! Moo cow!"
Cotton Hill, They got the water what don't give you the hot poops!
Bill Dauterive," (Bill's card has been denied) I've Got other Cards, Do you take Blockbuster"
Hank Hill, Why would anyone do drugs when they can just mow a lawn
Bobby Hill, Now where did I put my pantyhose?
Dale Gribble, I'm all jacked up on America right now! Anyone want to hear me recite the Constitution?
Dale," Bill! Bill, you have to be the stupidest man on the planet to think this is a good idea! Have you seen what you're wearing?! That outfit makes you look like a sequined train wreck! Look at you! You're part of a twelve-headed jackass! This chorus is the feces that is produced when shame eats too much stupidity! You people make me envy the deaf and the blind! Guhbuh! Underwear! Money! Fat! Ngyuh... [Dale collapses]"
Bill," But, I belong to something great here. I've even got a nickname: ""William""."
Wikipedia has an article about,
Seasons, 1 2 3 4 5 6 7 8 9 10 11 12 13 | Main
Hank, I still can't believe Bobby cheated on his paper route. I don't even know know how to punish that.
Peggy," Well, the pressures of journalism can be very intense, even I have felt it. But today, I really knocked one out of the park."
Hank," Well, good for you, what's the hint?"
Peggy," Okay, get this. I combined two common items in a powerful new way. I told my readers to harness the cleaning power of ammonia with the whitening power of bleach."
Hank, Ammonia and bleach? You told people to mix ammonia and bleach?
Peggy, Only if they want bathroom fixtures that shine like the sun.
Hank," Peggy, that's the recipe for mustard gas. Arlen will be covered with a cloud of poison"
Peggy, BWAH!
Kahn Souphanousinphone," I will now tell stories of my childhood in Laos. Growing up in the village, I had two chickens. One of these was named ""Phouma."" I don't recall the name of the other chicken. Sometimes I would put both chickens in the wheelbarrow. This was very funny."
Kahn Souphanousinphone," Hey, Minh, this guy serious butt-kicker! Anyway, I sorry they kill all your friends."
Nguc Phong," Yes, that was unhappy for me."
,Ted Wassanasong: I don't understand. How do you expect to parade around without your uniform?
Kahn Souphanousinphone," Oh, my parading days are over. (Ted Wassanasong stares at him) It's like this, if you want someone to play golf with, give me call. If you want someone to feel guilty about the way they choose to live, call someone else!"
 Buck Strickland," ""I got my own little success secret: never kill the golden goose. Kahn, a business thrives on customer relations and back-breaking hard work, and that's the guy who gives it to ya. Hank is the golden goose. """
Wikipedia has an article about,
Seasons, 1 2 3 4 5 6 7 8 9 10 11 12 13 | Main
Dale," [seeing the snake is inside the toilet] Welp, it's in the toilet. Too late!"
Hank," No, it's not!"
ZZ Top Beard Guy, Queen Bee Barbecue: now sewing shrimps.
Hank Hill, What the?
Bobby Hill, (wrapped around in guitar spinning by a ZZ Top guy) Do it again!
Hank Hill, Stop spinning my son!
Hank Hill, It's time to rock.
Bill, God told me to come here tonight.
Hank Hill," Eh, what is this?"
Peggy Hill, Song of Solomon.
Hank Hill, Isn't that a little PG-13 for church?
Wikipedia has an article about,
Seasons, 1 2 3 4 5 6 7 8 9 10 11 12 13 | Main
8 Life, A Loser's Manual [12.22]
Old Man 1, Here they come to kill us. Oh well.
Old Man 2, I liked it when we could just stick 'em in factories.
Alejandro, We want a plane to Disney World. And 100 gallons of diesel fuel!
Olivia, And we're not leaving until we get some Yuengling!
Joseph Gribble, But I'm so pretty!
Hank," Hey Bobby. How was the surf today? Did Boomhauer do his famous flamingo? That's when he stands on one leg, that's not easy to do, even on the ground."
Bobby," No, all he did was fall flat on his face and embarrass himself, and us by association, we didn't even get to ride the wave."
Hank, Boomhauer was embarrassed? <sighs> I don't know what the heck's going on here but someone needs to get their asses kicked.
Bobby, Finally. Yes. Thank you. It's time to kick their local asses!
Hank," Bobby, language. But, yes. I am going to kick their asses."
Cotton,"(After kicking down a wall Hank just finshed making) ""That was in my way!"""
Peggy," It's okay. I'm here, you can go now. Go, go into the light. The light is good. You can just let go now."
Cotton," Mr. Reaper, I'd prefer that you put your hood back on."
Peggy, Why won't you die?
Cotton, This was supposed to happen to you. You're worthless. You're not even good enough to be married to my worthless nothing of a loser son!
Peggy," Enough! Your son has always loved you despite your constant torture. You want to die alone? Fine. You want to keep coming back and never die? That's fine too. In fact, I hope you do go on living forever as the unhappy person you are in the hell you have created here on this earth. I hope you live forever. I really do."
Cotton," Oh, do you, now? (cackles, then dies as his heart monitor goes off)"
Dale," (After blowing up the shack that Hank just built because Hank's father wanted it destroyed) ""Yee-haw! That was for you colonel!"" (runs off)"
Hank," [Presses his tongs into the steak cooking on the grill] Firm but with a little give. Yup, these are medium-rare."
Bobby, What if somebody wants theirs well-done?
Hank," We ask them politely, yet firmly, to leave."
Lucky," Lucky is on the case. That's usually what I say when I drink beer, but this time it refers to this mystery."
Kahn," Lucky Kleinschmidt,it was you and Luanne wasn't it? You trying to get in as much hanky-panky as you can before she has her baby?"
Lucky," Not that there's anything wrong with your premise but no, it wasn't us."
Luanne, We haven't done in public since Lucky almost fell off a Ferris wheel.
Bill, I don't have an alibi.
Kahn," You're Bill Dauterive, that's your alibi."
Lucky," You really enjoyed yourself this evening, didn't you Aunt Peggy?"
Peggy, (gasps) You know?
Lucky, Good for you. Happy Birthday Aunt Peggy.
Dale Gribble," Well, Joseph went to his first sleepover last night. Didn't go so well, he's a cuddler, so I had to go pick him up."
After Dale tells Hank he saw him driving away from the explosion,
Peggy Hill," (Whispers) Oh, Hank! You must cover your tracks! We'll have to kill Dale!"
Bobby Hill," Dad, I'm confused. So you should trust people until they betray you, and then try to blow them up?"
Life, A Loser's Manual [12.22][edit]
Luanne, Normal people buy things with credit cards.
Lucky, Are you saying that Georgers are not normal people because they pay for things with cash?
Hank," Here under employer you put Costco, you never worked for Costco."
Lucky," No, but Costco gave me the slip on pee-pee money for my settlement."
Hank," Pee-pee money is not an employment history and look, you left your social security number blank here [points to blank spot on Lucky's application]."
Lucky," Oh, I don't have one of them social cards or a driver's license. My dad always said a man's wallet should only hold cash, razor blade and a lucky poker chip."
Dale," Gentlemen, I'm sure you recall my long dreamt dream about building a guard tower in my yard."
Hank," Dale, the zoning board has turned you down six times and the last refusal was with extreme prejudice."
Dale," True, but for a structure under 40 feet no variance is needed. Soon you'll live under the protection of my 39 foot guard tower! The zoning board has no say."
Hank," Dale, that is --[Dale cuts him off mid-sentence]..."
Dale, NO SAY!
Hoyt, (giving Bobby a gift) Here's something for this kid of yours.
Bobby," My name is Bobby, Uncle Hoyt."
Peggy,"[sings to the tune of ""La Cucaracha""] La Peggy Hill cha, la Peggy Hill cha! Doin' dishes in the sink."
Hank," Well, we're doing great on our list, Lucky. Later today we'll go see my guy about a will, you want to make sure the right people inherit your debts."
Hoyt, I'll be back so quick you'll call me...Quickie McGee!
Hoyt,"I'm a lot better now, here I owe you. [takes out some cigarettes from the pack and hands them to Lucky] See, on the oil rig, these are like money."
Lucky," Dad,were you in the state oil rig or in the federal?"
Hoyt, Smart man. [lays more cigarettes on the patio table] That means we're like family. Say I got 10 cigarettes and you pay me 10 more for watching your back. Now how many I got?
Lucky, Twenty.
Hoyt, No! Only 15 cause I gotta pay a tax to the guard.
Lucky, Cigarette math is full of surprises.
Kahn," Inspector, fine this redneck for reckless redneck-itude!"
Luanne, I'm just sad that Daddy had to back to his oil rig again.[turns to Lucky] He would be so proud of you.
Hank," Well, he sure would but they really need him on that oil rig. Otherwise they wouldn't have given him a life time contract."
Peggy, Oil is very important to America.
Luanne, Even more important than propane?
Hank, Uh...yes Luanne. Oil is even more important...than propane.
Wikipedia has an article about,
Seasons, 1 2 3 4 5 6 7 8 9 10 11 12 13 | Main
Hank," Dr. Weissman, my friend Bill would like to register a complaint."
Dr. Weissman," Ohh, are you upset or something? I said you had diabetes, not cry-a-betes."
Bill, You told me I was going to lose my legs!
Dr. Weissman," No, I said your legs could fail one day, possibly. I-I never said anything that could constitute malpractice, other it's current definition."
Bill," Hmm, my legs work just fine. Isn't that inspiring! (Bill closes the door and starts beating up Dr. Weissman)"
Hank," (to nurse) Uh, my friend is just, uh..."
Nurse, I don't hear a thing.
Hank," About that science teacher of yours, does he ever talk about, uh, going green?"
Bobby," I don't know. Do you ever talk about propane? My point is, he talks about all the time."
Ted Wassanasong," This was no act of God; look at those sledgehammer marks! It was the act of rednecks, on a drunken rampage."
Dale, (After they rebuild neighbor's house) We should do this to Bill's house when he dies.
Bill, What a nice lady. We used to talk about puppies and serial killers through the fence.
Lucky, I've seen a lot of nature documentaries and I find that most of life's questions can be answered with another question: what would a monkey do?
Hank Hill," Aw, you're (his new grand-niece) a cute one, I tell you what."
Buck Strickland," Gotdog! Ray Roy! Now, I hope you got two girls in there! [Buck runs into the room and finds Ray Roy in bed with Ms. Scovall]"
Buck Strickland," What the... ?! I told you to stand in line! You didn't stand in line, boy."
Ray Roy," Hell, Daddy, that line was moving too slow. I just had to do cutsies."
Buck Strickland, Cut... Why you son of a... [Buck jumps on the bed and he and Ray Roy start fighting]
Hank, [overhears them in the hall] Oh No.
Ms. Scovall, [She's cheering on Buck and Ray Roy as they're fighting] Yeah. Yeah. Woo hoo.
Ray Roy, [Buck is choking Ray Roy] Ow. [Ray Roy then throws him to the ground]
Hank, [Hank walks into the room. I HAVE HAD ENOUGH!
Buck Strickland," Oh, Hank, we were just letting off a little steam."
Hank," I have tried with all my might to save you from yourself, Mr. Strickland. Well, not anymore. You're on your own. You should be ashamed of yourselves. And that includes you, Ms. Scovall. You have not honored propane."
Ms. Scovall, He's right. I should be ashamed of myself. But I never am.
Buck Strickland," Son, what's the bad part of Memphis called?"
"Jody ""Ray Roy"" Strickland", Memphis!
Emcee," We're here to honor one of the giants of Texas propane, Mr. Buck Strickland. To introduce Mr. Strickland, his right-hand man, Hank Hill."
Hank," (Hank walks onto the stage drunk and knocks down the emcee) I'm not gonna say... Hell, I am gonna say what I have been wanting to say. Buck Strickland is a monster, a drunk monster. Buck Strickland is nothing but a lecherous, disgusting bastard-making bastard. (slurred gibberish) And now, I'm going to vomit. (he vomits on a guest's head)"
Pollard Wigand," Mr. Hill, your guilt hardly seems to be an issue. So we can move right on to the punishment phase, which, as a preview, will be severe."
Hank Hill," Indeed sir, I cannot begin to say how sorry I am."
Pollard Wigand," Hello? Buck? Well, we are in the middle of a hearing...Like the one in 1984? Consortium members perk up OK then! hangs up Gentlemen, that was Buck Strickland. His ""hospitality suite"" is open."
Mr. Kuykendall, Like the one in 84?
Pollard Wigand," Mr. Hill, the board needs to adjourn to...uh, caucus about your case. You stay put."
Hank Hill, I will not move a muscle.
Pollard Wigand, I am in my third term as President of the Propane Gas Consortium. Prostitute giggles
Peggy," All propane men make mistakes sometimes, including your husbands."
Buck," Well, now that everyone's got a pretty girl on his lap, I would like to discuss leniency for my employee, Hank Hill."
Pollard Wigand, Setup! Everybody run!
Buck," Ray Roy, lock the door."
Buck," Now, you are all reasonable men. I think surely you can find forgiveness in your heart for old Hank, and it would be good to do it before your wives get here."
Pollard Wigand," You win, Buck."
Peggy {on cell phone}, Y'ello?
Jody Strickland, Get their hair done.
Pollard Wigand," Mr. Hill, we had a chance to go over the case with your employer, Buck Strickland. He convinced us that while your actions last night were wrong; you are contrite about it, and that your actions over the past twenty years more than atone for it. He was very persuasive. As a result, the board has unanimously approved Mr. Strickland's nomination for membership in the Propane Hall of Flame."
Hank Hill, I am in the Hall of Flame too?
Pollard Wigand," Congratulations, Hank."
Hank Hill, Thank you!
Buck Strickland," No, thank you, Ol' Top. All of propane owed you a debt."
Dale, (Imitating Survivorman) There is no greater survival skill that the ability to start a fire without matches. Fortunately Arlen is rich in natural propane tank deposits.
Kahn," Hey Hank Hill, I knew rednecks abandon cars and refrigerators,  guess we can throw kids on the list too! Hahahaha! "
Hank Hill, Hello.
Bobby Hill, Hello? That's all you got? Just what the heck is going on?
Hank Hill, What do you mean? We're finishing dinner. We'll be there to pick you up at 9:00.
Bobby Hill," Oh, really? Well, you might want to check your watch, buddy boy. It's 10:30!"
Hank Hill," (realizes the watch was 10:30) Oh, my God. Peggy, it's 10:30!"
Peggy Hill, (Gasps) Where's Bobby?
Hank Hill," Bobby, where are you?"
Bobby Hill," I'm at the Get In, Get Out. I hope you're happy. I'm just prostitutes by panty hose!"
Hank Hill," He's at the Get In, Get Out! (Peggy gasps and runs out to the emergency door.)"
Bobby," Not one of [these girls] has seen my ""Flatulent Monkey Visits the Post Office"" routine!"
Man," Hey, do you have that song that goes, ""Wah-nah-nah-nah-nah scroun-scrouna Wah-nah-nah-nah-nah scroun-scrouna?"""
Clerk, (To Peggy) I gotta... yeah.
Nancy," Vodka, this is chopper one. Traffic is  clear from my mouth to my stomach."
Gwen St. James," Hey, give me the keys, Nancy. I want to go buzz my ex-husband's girlfriend's condo. (laughs)"
Wade Bixby, [shouting out the window] I'm... Wade... Bixby!
Kahn Souphinousaphone, Chain-smoking anorexic vs. that heart attack waiting to happen! Who will die first? Let's watch!
Cotton Hill," (In a letter) ""Hank, if you're readin' this it means Fatty's dead. So I have to leave this task to the one most likely to screw it up: You."""
Lucky, They keep restricting what barbers can do. My guy says he can no longer preform dentistry.
Dale, Children see the world through innocent eyes. My book will change that.
Hank, You guys are acting like idiots.
Hank, (To Luanne): You shouldn't have cheated on Dale's ideas
Hank, (To Dale): You shouldn't have destroyed Luanne's dolls.
Hank, We should not have a memorial service.
Luanne, I could have listened to you Uncle Hank; but instead I chose to succeed in DVD’s and in life.
Bobby," Well, Dad, it looks like this is the last one."
Hank," Oh, you're just getting started, Bobby. You'll be grilling your whole life."
Bobby, Just like you.
Hank, Yep.
Bobby, Yep.
Wikipedia has an article about,
